시점,구분별,영업이익실적SBHI
2019.06,"가죽,가방및신발",67.6
2019.06,목재및나무제품;가구제외,63.6
2019.06,"펄프,종이및종이제품",69.2
2019.06,인쇄및기록매체복제업,64.8
2019.06,화학물질및화학제품;의약품제외,76.7
2019.06,의료용물질및의약품,84.4
2019.06,고무제품및플라스틱제품,75.8
2019.06,비금속광물제품,86.1
2019.06,1차금속,74.4
2019.06,금속가공제품;기계및가구제외,78.2
2019.06,"전자부품,컴퓨터,영상,음향및통신장비",92.9
2019.06,"의료,정밀,광학기기및시계",81.6
2019.06,전기장비,84.6
2019.06,기타기계및장비,77.8
2019.06,자동차및트레일러,76.7
2019.06,기타운송장비,69
2019.06,가구,70.9
2019.06,기타제품,74.8
2019.06,비제조업,75.3
2019.06,건설업,80.9
2019.06,도매 및 소매업,71.2
2019.06,운수업,79.7
2019.06,숙박 및 음식점업,63.7
2019.06,"출판,영상,방송통신 및 정보서비스업",91.1
2019.06,부동산업 및 임대업,85.5
2019.06,"전문,과학 및 기술서비스업",83.5
2019.06,사업시설관리 및 사업지원서비스업,87.3
2019.06,교육서비스업,77.4
2019.06,"예술,스포츠 및 여가관련서비스업",91.7
2019.06,수리 및 기타개인서비스업,75.5
2019.07,전산업,75.3
2019.07,식료품,86.4
2019.07,음료,92.5
2019.07,섬유제품;의복제외,59.1
2019.07,"의복,의복악세서리및모피제품",72.6
2019.07,"가죽,가방및신발",65.1
2019.07,목재및나무제품;가구제외,60.2
2019.07,"펄프,종이및종이제품",73.2
2019.07,인쇄및기록매체복제업,64.8
2019.07,화학물질및화학제품;의약품제외,78.6
2019.07,의료용물질및의약품,83.2
2019.07,고무제품및플라스틱제품,75.2
2019.07,비금속광물제품,78.1
2019.07,1차금속,68.1
2019.07,금속가공제품;기계및가구제외,79.6
2019.07,"전자부품,컴퓨터,영상,음향및통신장비",84.4
2019.07,"의료,정밀,광학기기및시계",80.9
2019.07,전기장비,79.2
2019.07,기타기계및장비,73.3
2019.07,자동차및트레일러,75.1
2019.07,기타운송장비,68.1
2019.07,가구,65.4
2019.07,기타제품,73.7
2019.07,비제조업,75
2019.07,건설업,80.1
2019.07,도매 및 소매업,71.5
2019.07,운수업,78.1
2019.07,숙박 및 음식점업,67.1
2019.07,"출판,영상,방송통신 및 정보서비스업",92.2
2019.07,부동산업 및 임대업,85.2
2019.07,"전문,과학 및 기술서비스업",78
2019.07,사업시설관리 및 사업지원서비스업,85.9
2019.07,교육서비스업,85.5
2019.07,"예술,스포츠 및 여가관련서비스업",86.1
2019.07,수리 및 기타개인서비스업,65.8
2019.08,전산업,71.4
2019.08,식료품,75.9
2019.08,음료,97.2
2019.08,섬유제품;의복제외,58.9
2019.08,"의복,의복악세서리및모피제품",66.9
2019.08,"가죽,가방및신발",65.6
2019.08,목재및나무제품;가구제외,69.5
2019.08,"펄프,종이및종이제품",72.9
2019.08,인쇄및기록매체복제업,60.8
2019.08,화학물질및화학제품;의약품제외,76.2
2019.08,의료용물질및의약품,80.4
2019.08,고무제품및플라스틱제품,71
2019.08,비금속광물제품,72.5
2019.08,1차금속,65.2
2019.08,금속가공제품;기계및가구제외,73.6
2019.08,"전자부품,컴퓨터,영상,음향및통신장비",82.1
2019.08,"의료,정밀,광학기기및시계",77.3
2019.08,전기장비,75.3
2019.08,기타기계및장비,74.1
2019.08,자동차및트레일러,67.2
2019.08,기타운송장비,73.5
2019.08,가구,69.4
2019.08,기타제품,76.7
2019.08,비제조업,70.8
2019.08,건설업,77.1
2019.08,도매 및 소매업,65.2
2019.08,운수업,76.5
2019.08,숙박 및 음식점업,71.5
2019.08,"출판,영상,방송통신 및 정보서비스업",88.3
2019.08,부동산업 및 임대업,78.3
2019.08,"전문,과학 및 기술서비스업",80.5
2019.08,사업시설관리 및 사업지원서비스업,86.3
2019.08,교육서비스업,83.2
2019.08,"예술,스포츠 및 여가관련서비스업",81.9
2019.08,수리 및 기타개인서비스업,68.1
2019.09,전산업,75
2019.09,식료품,85.4
2019.09,음료,95.4
2019.09,섬유제품;의복제외,67
2019.09,"의복,의복악세서리및모피제품",69.3
2019.09,"가죽,가방및신발",68
2019.09,목재및나무제품;가구제외,64.7
2019.09,"펄프,종이및종이제품",74.1
2019.09,인쇄및기록매체복제업,70.8
2019.09,화학물질및화학제품;의약품제외,78
2019.09,의료용물질및의약품,82.7
2019.09,고무제품및플라스틱제품,72.3
2019.09,비금속광물제품,71.4
2019.09,1차금속,69.3
2019.09,금속가공제품;기계및가구제외,73
2019.09,"전자부품,컴퓨터,영상,음향및통신장비",84.6
2019.09,"의료,정밀,광학기기및시계",85.8
2019.09,전기장비,67.6
2019.09,기타기계및장비,66.3
2019.09,자동차및트레일러,72
2019.09,기타운송장비,62.7
2019.09,가구,68.1
2019.09,기타제품,75.2
2019.09,비제조업,76.2
2019.09,건설업,83.7
2019.09,도매 및 소매업,72.9
2019.09,운수업,75
2019.09,숙박 및 음식점업,68
2019.09,"출판,영상,방송통신 및 정보서비스업",87.9
2019.09,부동산업 및 임대업,77.6
2019.09,"전문,과학 및 기술서비스업",81.7
2019.09,사업시설관리 및 사업지원서비스업,88.2
2019.09,교육서비스업,79.9
2019.09,"예술,스포츠 및 여가관련서비스업",85
2019.09,수리 및 기타개인서비스업,70.8
2019.1,전산업,77.5
2019.1,식료품,86.5
2019.1,음료,86.1
2019.1,섬유제품;의복제외,66.1
2019.1,"의복,의복악세서리및모피제품",75.9
2019.1,"가죽,가방및신발",77.8
2019.1,목재및나무제품;가구제외,66.8
2019.1,"펄프,종이및종이제품",74.9
2019.1,인쇄및기록매체복제업,79.9
2019.1,화학물질및화학제품;의약품제외,83.8
2019.1,의료용물질및의약품,92.8
2019.1,고무제품및플라스틱제품,69.1
2019.1,비금속광물제품,81
2019.1,1차금속,72.1
2019.1,금속가공제품;기계및가구제외,82.1
2019.1,"전자부품,컴퓨터,영상,음향및통신장비",80.5
2019.1,"의료,정밀,광학기기및시계",86.5
2019.1,전기장비,76.3
2019.1,기타기계및장비,73
2019.1,자동차및트레일러,74
2019.1,기타운송장비,68.6
2019.1,가구,69.7
2019.1,기타제품,82.3
2019.1,비제조업,77.8
2019.1,건설업,80
2019.1,도매 및 소매업,74.5
2019.1,운수업,80.6
2019.1,숙박 및 음식점업,76.6
2019.1,"출판,영상,방송통신 및 정보서비스업",89.9
2019.1,부동산업 및 임대업,81
2019.1,"전문,과학 및 기술서비스업",86.1
2019.1,사업시설관리 및 사업지원서비스업,90
2019.1,교육서비스업,84.5
2019.1,"예술,스포츠 및 여가관련서비스업",103.9
2019.1,수리 및 기타개인서비스업,79.4
2019.11,전산업,77.5
2019.11,식료품,84.4
2019.11,음료,96.2
2019.11,섬유제품;의복제외,61.3
2019.11,"의복,의복악세서리및모피제품",79
2019.11,"가죽,가방및신발",78.5
2019.11,목재및나무제품;가구제외,72.7
2019.11,"펄프,종이및종이제품",74.1
2019.11,인쇄및기록매체복제업,84.8
2019.11,화학물질및화학제품;의약품제외,80.4
2019.11,의료용물질및의약품,92.5
2019.11,고무제품및플라스틱제품,75
2019.11,비금속광물제품,79.4
2019.11,1차금속,79
2019.11,금속가공제품;기계및가구제외,82.3
2019.11,"전자부품,컴퓨터,영상,음향및통신장비",85.7
2019.11,"의료,정밀,광학기기및시계",87.6
2019.11,전기장비,75.2
2019.11,기타기계및장비,75.9
2019.11,자동차및트레일러,79.3
2019.11,기타운송장비,77.2
2019.11,가구,76.2
2019.11,기타제품,80.1
2019.11,비제조업,76.9
2019.11,건설업,81
2019.11,도매 및 소매업,72.9
2019.11,운수업,82.1
2019.11,숙박 및 음식점업,75.2
2019.11,"출판,영상,방송통신 및 정보서비스업",91.8
2019.11,부동산업 및 임대업,85.2
2019.11,"전문,과학 및 기술서비스업",82.7
2019.11,사업시설관리 및 사업지원서비스업,86.8
2019.11,교육서비스업,78.9
2019.11,"예술,스포츠 및 여가관련서비스업",87.9
2019.11,수리 및 기타개인서비스업,76.3
2019.12,전산업,77.2
2019.12,식료품,86.7
2019.12,음료,83.2
2019.12,섬유제품;의복제외,61.3
2019.12,"의복,의복악세서리및모피제품",79
2019.12,"가죽,가방및신발",78.4
2019.12,목재및나무제품;가구제외,71.7
2019.12,"펄프,종이및종이제품",74.6
2019.12,인쇄및기록매체복제업,89.3
2019.12,화학물질및화학제품;의약품제외,85.7
2019.12,의료용물질및의약품,81.7
2019.12,고무제품및플라스틱제품,66.9
2019.12,비금속광물제품,76.6
2019.12,1차금속,72.9
2019.12,금속가공제품;기계및가구제외,76.3
2019.12,"전자부품,컴퓨터,영상,음향및통신장비",88.1
2019.12,"의료,정밀,광학기기및시계",81.2
2019.12,전기장비,83.8
2019.12,기타기계및장비,72.9
2019.12,자동차및트레일러,77.2
2019.12,기타운송장비,73.8
2019.12,가구,80.8
2019.12,기타제품,75.8
2019.12,비제조업,77.3
2019.12,건설업,83.9
2019.12,도매 및 소매업,71.4
2019.12,운수업,74.1
2019.12,숙박 및 음식점업,91
2019.12,"출판,영상,방송통신 및 정보서비스업",98.7
2019.12,부동산업 및 임대업,81.1
2019.12,"전문,과학 및 기술서비스업",88.1
2019.12,사업시설관리 및 사업지원서비스업,86.3
2019.12,교육서비스업,88
2019.12,"예술,스포츠 및 여가관련서비스업",80.3
2019.12,수리 및 기타개인서비스업,79.9
2020.01,전산업,73.8
2020.01,식료품,86.8
2020.01,음료,101.2
2020.01,섬유제품;의복제외,55.3
2020.01,"의복,의복악세서리및모피제품",73.3
2020.01,"가죽,가방및신발",64.5
2020.01,목재및나무제품;가구제외,66.8
2020.01,"펄프,종이및종이제품",73.1
2020.01,인쇄및기록매체복제업,71.1
2020.01,화학물질및화학제품;의약품제외,79.2
2020.01,의료용물질및의약품,86.7
2020.01,고무제품및플라스틱제품,63.2
2020.01,비금속광물제품,62.4
2020.01,1차금속,73.8
2020.01,금속가공제품;기계및가구제외,70.9
2020.01,"전자부품,컴퓨터,영상,음향및통신장비",86.7
2020.01,"의료,정밀,광학기기및시계",81.5
2020.01,전기장비,71.6
2020.01,기타기계및장비,68.9
2020.01,자동차및트레일러,71.4
2020.01,기타운송장비,67.6
2020.01,가구,72.3
2020.01,기타제품,75.9
2020.01,비제조업,74.5
2020.01,건설업,74.2
2020.01,도매 및 소매업,72.7
2020.01,운수업,76.2
2020.01,숙박 및 음식점업,67
2020.01,"출판,영상,방송통신 및 정보서비스업",93
2020.01,부동산업 및 임대업,78.7
2020.01,"전문,과학 및 기술서비스업",82.9
2020.01,사업시설관리 및 사업지원서비스업,79
2020.01,교육서비스업,89.1
2020.01,"예술,스포츠 및 여가관련서비스업",78
2020.01,수리 및 기타개인서비스업,73.2
2020.02,전산업,64.2
2020.02,식료품,68.3
2020.02,음료,71.1
2020.02,섬유제품;의복제외,56.8
2020.02,"의복,의복악세서리및모피제품",69.5
2020.02,"가죽,가방및신발",51.6
2020.02,목재및나무제품;가구제외,50.3
2020.02,"펄프,종이및종이제품",58
2020.02,인쇄및기록매체복제업,68.7
2020.02,화학물질및화학제품;의약품제외,79.3
2020.02,의료용물질및의약품,80.4
2020.02,고무제품및플라스틱제품,58.8
2020.02,비금속광물제품,62.1
2020.02,1차금속,64.6
2020.02,금속가공제품;기계및가구제외,67.4
2020.02,"전자부품,컴퓨터,영상,음향및통신장비",76.3
2020.02,"의료,정밀,광학기기및시계",75
2020.02,전기장비,69.8
2020.02,기타기계및장비,70.7
2020.02,자동차및트레일러,58.2
2020.02,기타운송장비,67.4
2020.02,가구,75.8
2020.02,기타제품,70.3
2020.02,비제조업,62.7
2020.02,건설업,68.9
2020.02,도매 및 소매업,57.9
2020.02,운수업,68.5
2020.02,숙박 및 음식점업,41.9
2020.02,"출판,영상,방송통신 및 정보서비스업",88.2
2020.02,부동산업 및 임대업,75.7
2020.02,"전문,과학 및 기술서비스업",78.2
2020.02,사업시설관리 및 사업지원서비스업,75
2020.02,교육서비스업,78.2
2020.02,"예술,스포츠 및 여가관련서비스업",72.4
2020.02,수리 및 기타개인서비스업,58.4
2020.03,전산업,54
2020.03,식료품,65.4
2020.03,음료,63.1
2020.03,섬유제품;의복제외,45.5
2020.03,"의복,의복악세서리및모피제품",50.4
2020.03,"가죽,가방및신발",48.8
2020.03,목재및나무제품;가구제외,67
2020.03,"펄프,종이및종이제품",55.1
2020.03,인쇄및기록매체복제업,42.8
2020.03,화학물질및화학제품;의약품제외,74.2
2020.03,의료용물질및의약품,58.2
2020.03,고무제품및플라스틱제품,67.1
2020.03,비금속광물제품,61
2020.03,1차금속,69.4
2020.03,금속가공제품;기계및가구제외,61.3
2020.03,"전자부품,컴퓨터,영상,음향및통신장비",80.7
2020.03,"의료,정밀,광학기기및시계",65.4
2020.03,전기장비,62.9
2020.03,기타기계및장비,63.7
2020.03,자동차및트레일러,71
2020.03,기타운송장비,66.7
2020.03,가구,56.5
2020.03,기타제품,61.3
2020.03,비제조업,48.6
2020.03,건설업,60.8
2020.03,도매 및 소매업,44.6
2020.03,운수업,44.5
2020.03,숙박 및 음식점업,20
2020.03,"출판,영상,방송통신 및 정보서비스업",69.9
2020.03,부동산업 및 임대업,56.7
2020.03,"전문,과학 및 기술서비스업",60.8
2020.03,사업시설관리 및 사업지원서비스업,67.4
2020.03,교육서비스업,30.2
2020.03,"예술,스포츠 및 여가관련서비스업",38.1
2020.03,수리 및 기타개인서비스업,38.3
2020.04,전산업,53.6
2020.04,식료품,61.8
2020.04,음료,85.1
2020.04,섬유제품;의복제외,30.7
2020.04,"의복,의복악세서리및모피제품",38.8
2020.04,"가죽,가방및신발",41.2
2020.04,목재및나무제품;가구제외,59
2020.04,"펄프,종이및종이제품",51.2
2020.04,인쇄및기록매체복제업,37.9
2020.04,화학물질및화학제품;의약품제외,67.1
2020.04,의료용물질및의약품,64.9
2020.04,고무제품및플라스틱제품,56.6
2020.04,비금속광물제품,68.6
2020.04,1차금속,60.5
2020.04,금속가공제품;기계및가구제외,50.7
2020.04,"전자부품,컴퓨터,영상,음향및통신장비",71.3
2020.04,"의료,정밀,광학기기및시계",56.9
2020.04,전기장비,59.7
2020.04,기타기계및장비,61.2
2020.04,자동차및트레일러,58.2
2020.04,기타운송장비,71.3
2020.04,가구,46.5
2020.04,기타제품,56.2
2020.04,비제조업,51.5
2020.04,건설업,64.9
2020.04,도매 및 소매업,45.8
2020.04,운수업,45.5
2020.04,숙박 및 음식점업,35.9
2020.04,"출판,영상,방송통신 및 정보서비스업",74
2020.04,부동산업 및 임대업,57.4
2020.04,"전문,과학 및 기술서비스업",63.7
2020.04,사업시설관리 및 사업지원서비스업,70
2020.04,교육서비스업,41.5
2020.04,"예술,스포츠 및 여가관련서비스업",55.6
2020.04,수리 및 기타개인서비스업,48.3
2020.05,전산업,55.7
2020.05,식료품,69.1
2020.05,음료,87.8
2020.05,섬유제품;의복제외,33
2020.05,"의복,의복악세서리및모피제품",56.6
2020.05,"가죽,가방및신발",43.3
2020.05,목재및나무제품;가구제외,57.1
2020.05,"펄프,종이및종이제품",50.4
2020.05,인쇄및기록매체복제업,40.7
2020.05,화학물질및화학제품;의약품제외,67
2020.05,의료용물질및의약품,76
2020.05,고무제품및플라스틱제품,52.9
2020.05,비금속광물제품,63.3
2020.05,1차금속,54.8
2020.05,금속가공제품;기계및가구제외,51.4
2020.05,"전자부품,컴퓨터,영상,음향및통신장비",58.4
2020.05,"의료,정밀,광학기기및시계",60
2020.05,전기장비,59.2
2020.05,기타기계및장비,58.8
2020.05,자동차및트레일러,42.2
2020.05,기타운송장비,72.2
2020.05,가구,59.3
2020.05,기타제품,57.3
2020.05,비제조업,55.6
2020.05,건설업,66.9
2020.05,도매 및 소매업,49.9
2020.05,운수업,57.6
2020.05,숙박 및 음식점업,54.5
2020.05,"출판,영상,방송통신 및 정보서비스업",74.5
2020.05,부동산업 및 임대업,57.8
2020.05,"전문,과학 및 기술서비스업",63.8
2020.05,사업시설관리 및 사업지원서비스업,63.7
2020.05,교육서비스업,54.9
2020.05,"예술,스포츠 및 여가관련서비스업",62.5
2020.05,수리 및 기타개인서비스업,50.8
2020.06,전산업,60.4
2020.06,식료품,65.9
2020.06,음료,78.5
2020.06,섬유제품;의복제외,46.9
2020.06,"의복,의복악세서리및모피제품",54.6
2020.06,"가죽,가방및신발",41.5
2020.06,목재및나무제품;가구제외,58.8
2020.06,"펄프,종이및종이제품",56.5
2020.06,인쇄및기록매체복제업,52.8
2020.06,화학물질및화학제품;의약품제외,62.5
2020.06,의료용물질및의약품,85.3
2020.06,고무제품및플라스틱제품,60.4
2020.06,비금속광물제품,52
2020.06,1차금속,58.3
2020.06,금속가공제품;기계및가구제외,60.8
2020.06,"전자부품,컴퓨터,영상,음향및통신장비",73
2020.06,"의료,정밀,광학기기및시계",57.6
2020.06,전기장비,57.4
2020.06,기타기계및장비,64.5
2020.06,자동차및트레일러,50.9
2020.06,기타운송장비,67.2
2020.06,가구,55.1
2020.06,기타제품,56.9
2020.06,비제조업,60.6
2020.06,건설업,67.5
2020.06,도매 및 소매업,55.9
2020.06,운수업,61.4
2020.06,숙박 및 음식점업,59.1
2020.06,"출판,영상,방송통신 및 정보서비스업",77.7
2020.06,부동산업 및 임대업,67.1
2020.06,"전문,과학 및 기술서비스업",74.8
2020.06,사업시설관리 및 사업지원서비스업,69.6
2020.06,교육서비스업,59.7
2020.06,"예술,스포츠 및 여가관련서비스업",68.6
2020.06,수리 및 기타개인서비스업,57.2
2020.07,전산업,63
2020.07,식료품,69.5
2020.07,음료,80.6
2020.07,섬유제품;의복제외,40.6
2020.07,"의복,의복악세서리및모피제품",61.5
2020.07,"가죽,가방및신발",48
2020.07,목재및나무제품;가구제외,55.2
2020.07,"펄프,종이및종이제품",63.9
2020.07,인쇄및기록매체복제업,50.7
2020.07,화학물질및화학제품;의약품제외,67.4
2020.07,의료용물질및의약품,87.1
2020.07,고무제품및플라스틱제품,65.1
2020.07,비금속광물제품,60.2
2020.07,1차금속,68.5
2020.07,금속가공제품;기계및가구제외,70.1
2020.07,"전자부품,컴퓨터,영상,음향및통신장비",77.8
2020.07,"의료,정밀,광학기기및시계",65.5
2020.07,전기장비,62
2020.07,기타기계및장비,69.5
2020.07,자동차및트레일러,68.2
2020.07,기타운송장비,68.4
2020.07,가구,66.3
2020.07,기타제품,64.7
2020.07,비제조업,61.2
2020.07,건설업,70.2
2020.07,도매 및 소매업,55.1
2020.07,운수업,61.7
2020.07,숙박 및 음식점업,61
2020.07,"출판,영상,방송통신 및 정보서비스업",79
2020.07,부동산업 및 임대업,71.9
2020.07,"전문,과학 및 기술서비스업",72.8
2020.07,사업시설관리 및 사업지원서비스업,74.5
2020.07,교육서비스업,71.4
2020.07,"예술,스포츠 및 여가관련서비스업",65.8
2020.07,수리 및 기타개인서비스업,64.6
2020.08,전산업,58.5
2020.08,식료품,67.5
2020.08,음료,95
2020.08,섬유제품;의복제외,43.7
2020.08,"의복,의복악세서리및모피제품",62.3
2020.08,"가죽,가방및신발",47.5
2020.08,목재및나무제품;가구제외,57.1
2020.08,"펄프,종이및종이제품",65.6
2020.08,인쇄및기록매체복제업,50.3
2020.08,화학물질및화학제품;의약품제외,72.6
2020.08,의료용물질및의약품,84
2020.08,고무제품및플라스틱제품,57.1
2020.08,비금속광물제품,56.9
2020.08,1차금속,63.9
2020.08,금속가공제품;기계및가구제외,67.4
2020.08,"전자부품,컴퓨터,영상,음향및통신장비",71.7
2020.08,"의료,정밀,광학기기및시계",66.7
2020.08,전기장비,67.3
2020.08,기타기계및장비,66
2020.08,자동차및트레일러,74.2
2020.08,기타운송장비,65.1
2020.08,가구,60.9
2020.08,기타제품,67.8
2020.08,비제조업,55.1
2020.08,건설업,66.8
2020.08,도매 및 소매업,47.5
2020.08,운수업,68.1
2020.08,숙박 및 음식점업,50.7
2020.08,"출판,영상,방송통신 및 정보서비스업",73
2020.08,부동산업 및 임대업,63.4
2020.08,"전문,과학 및 기술서비스업",68.8
2020.08,사업시설관리 및 사업지원서비스업,68.6
2020.08,교육서비스업,65.3
2020.08,"예술,스포츠 및 여가관련서비스업",53.5
2020.08,수리 및 기타개인서비스업,57.1
2020.09,전산업,63
2020.09,식료품,71.8
2020.09,음료,93.6
2020.09,섬유제품;의복제외,53.1
2020.09,"의복,의복악세서리및모피제품",64.2
2020.09,"가죽,가방및신발",49.3
2020.09,목재및나무제품;가구제외,66.4
2020.09,"펄프,종이및종이제품",76.6
2020.09,인쇄및기록매체복제업,59.9
2020.09,화학물질및화학제품;의약품제외,70.4
2020.09,의료용물질및의약품,83.7
2020.09,고무제품및플라스틱제품,70.1
2020.09,비금속광물제품,63.8
2020.09,1차금속,72.8
2020.09,금속가공제품;기계및가구제외,74.8
2020.09,"전자부품,컴퓨터,영상,음향및통신장비",73.7
2020.09,"의료,정밀,광학기기및시계",68.5
2020.09,전기장비,57.9
2020.09,기타기계및장비,62.6
2020.09,자동차및트레일러,79.8
2020.09,기타운송장비,62.6
2020.09,가구,58.6
2020.09,기타제품,64.1
2020.09,비제조업,60.2
2020.09,건설업,66.4
2020.09,도매 및 소매업,58.4
2020.09,운수업,58.6
2020.09,숙박 및 음식점업,36
2020.09,"출판,영상,방송통신 및 정보서비스업",75.4
2020.09,부동산업 및 임대업,63.8
2020.09,"전문,과학 및 기술서비스업",68.3
2020.09,사업시설관리 및 사업지원서비스업,74
2020.09,교육서비스업,41.7
2020.09,"예술,스포츠 및 여가관련서비스업",50.9
2020.09,수리 및 기타개인서비스업,55.8
2020.1,전산업,66.8
2020.1,식료품,73.9
2020.1,음료,74.9
2020.1,섬유제품;의복제외,62.9
2020.1,"의복,의복악세서리및모피제품",74.4
2020.1,"가죽,가방및신발",50.7
2020.1,목재및나무제품;가구제외,68.2
2020.1,"펄프,종이및종이제품",75
2020.1,인쇄및기록매체복제업,68.7
2020.1,화학물질및화학제품;의약품제외,80.9
2020.1,의료용물질및의약품,87.5
2020.1,고무제품및플라스틱제품,68.5
2020.1,비금속광물제품,77
2020.1,1차금속,78.4
2020.1,금속가공제품;기계및가구제외,66.9
2020.1,"전자부품,컴퓨터,영상,음향및통신장비",77.5
2020.1,"의료,정밀,광학기기및시계",77.4
2020.1,전기장비,70.5
2020.1,기타기계및장비,65.9
2020.1,자동차및트레일러,89
2020.1,기타운송장비,67.1
2020.1,가구,65.6
2020.1,기타제품,75.2
2020.1,비제조업,63.9
2020.1,건설업,66.1
2020.1,도매 및 소매업,62.1
2020.1,운수업,62.4
2020.1,숙박 및 음식점업,49.4
2020.1,"출판,영상,방송통신 및 정보서비스업",77.8
2020.1,부동산업 및 임대업,62.4
2020.1,"전문,과학 및 기술서비스업",75.5
2020.1,사업시설관리 및 사업지원서비스업,78.6
2020.1,교육서비스업,55.3
2020.1,"예술,스포츠 및 여가관련서비스업",72.9
2020.1,수리 및 기타개인서비스업,63
2020.11,전산업,69.3
2020.11,식료품,73.5
2020.11,음료,86.2
2020.11,섬유제품;의복제외,59.5
2020.11,"의복,의복악세서리및모피제품",73.3
2020.11,"가죽,가방및신발",62.6
2020.11,목재및나무제품;가구제외,67.1
2020.11,"펄프,종이및종이제품",69.6
2020.11,인쇄및기록매체복제업,76.8
2020.11,화학물질및화학제품;의약품제외,73.5
2020.11,의료용물질및의약품,78.1
2020.11,고무제품및플라스틱제품,70.1
2020.11,비금속광물제품,74.1
2020.11,1차금속,74.8
2020.11,금속가공제품;기계및가구제외,76.9
2020.11,"전자부품,컴퓨터,영상,음향및통신장비",81.9
2020.11,"의료,정밀,광학기기및시계",76.7
2020.11,전기장비,67.4
2020.11,기타기계및장비,75.2
2020.11,자동차및트레일러,88.5
