시점,구분별,영업이익실적SBHI
2020.11,기타운송장비,61.9
2020.11,가구,64.8
2020.11,기타제품,78.9
2020.11,비제조업,66.7
2020.11,건설업,71
2020.11,도매 및 소매업,64.7
2020.11,운수업,71.6
2020.11,숙박 및 음식점업,50
2020.11,"출판,영상,방송통신 및 정보서비스업",81.1
2020.11,부동산업 및 임대업,70.1
2020.11,"전문,과학 및 기술서비스업",69.2
2020.11,사업시설관리 및 사업지원서비스업,78
2020.11,교육서비스업,59.4
2020.11,"예술,스포츠 및 여가관련서비스업",61.8
2020.11,수리 및 기타개인서비스업,67
2020.12,전산업,60.7
2020.12,식료품,68
2020.12,음료,80.9
2020.12,섬유제품;의복제외,53.6
2020.12,"의복,의복악세서리및모피제품",67.1
2020.12,"가죽,가방및신발",51.3
2020.12,목재및나무제품;가구제외,57
2020.12,"펄프,종이및종이제품",72.2
2020.12,인쇄및기록매체복제업,74.5
2020.12,화학물질및화학제품;의약품제외,75.6
2020.12,의료용물질및의약품,72.4
2020.12,고무제품및플라스틱제품,65.4
2020.12,비금속광물제품,69.4
2020.12,1차금속,70.1
2020.12,금속가공제품;기계및가구제외,70.9
2020.12,"전자부품,컴퓨터,영상,음향및통신장비",82.2
2020.12,"의료,정밀,광학기기및시계",75.5
2020.12,전기장비,68.2
2020.12,기타기계및장비,71.8
2020.12,자동차및트레일러,74.5
2020.12,기타운송장비,65.3
2020.12,가구,63.1
2020.12,기타제품,68.7
2020.12,비제조업,55.8
2020.12,건설업,60
2020.12,도매 및 소매업,52.9
2020.12,운수업,58.1
2020.12,숙박 및 음식점업,27.5
2020.12,"출판,영상,방송통신 및 정보서비스업",71
2020.12,부동산업 및 임대업,69.4
2020.12,"전문,과학 및 기술서비스업",77
2020.12,사업시설관리 및 사업지원서비스업,72.6
2020.12,교육서비스업,43.8
2020.12,"예술,스포츠 및 여가관련서비스업",39.7
2020.12,수리 및 기타개인서비스업,59.5
2021.01,전산업,63.2
2021.01,식료품,78.3
2021.01,음료,81.1
2021.01,섬유제품;의복제외,56.7
2021.01,"의복,의복악세서리및모피제품",61.3
2021.01,"가죽,가방및신발",50.9
2021.01,목재및나무제품;가구제외,57.4
2021.01,"펄프,종이및종이제품",69.3
2021.01,인쇄및기록매체복제업,66.8
2021.01,화학물질및화학제품;의약품제외,74.1
2021.01,의료용물질및의약품,84.8
2021.01,고무제품및플라스틱제품,66.5
2021.01,비금속광물제품,56
2021.01,1차금속,70.8
2021.01,금속가공제품;기계및가구제외,65.7
2021.01,"전자부품,컴퓨터,영상,음향및통신장비",81
2021.01,"의료,정밀,광학기기및시계",68.5
2021.01,전기장비,74.3
2021.01,기타기계및장비,71.3
2021.01,자동차및트레일러,79.2
2021.01,기타운송장비,71.8
2021.01,가구,63.8
2021.01,기타제품,53.8
2021.01,비제조업,59.7
2021.01,건설업,62.4
2021.01,도매 및 소매업,59.7
2021.01,운수업,61.9
2021.01,숙박 및 음식점업,29.3
2021.01,"출판,영상,방송통신 및 정보서비스업",71.2
2021.01,부동산업 및 임대업,61.3
2021.01,"전문,과학 및 기술서비스업",68.9
2021.01,사업시설관리 및 사업지원서비스업,69.8
2021.01,교육서비스업,57.2
2021.01,"예술,스포츠 및 여가관련서비스업",33.6
2021.01,수리 및 기타개인서비스업,57.2
2021.02,전산업,62.3
2021.02,식료품,76.7
2021.02,음료,68.4
2021.02,섬유제품;의복제외,61.2
2021.02,"의복,의복악세서리및모피제품",56
2021.02,"가죽,가방및신발",48.4
2021.02,목재및나무제품;가구제외,60.8
2021.02,"펄프,종이및종이제품",71.4
2021.02,인쇄및기록매체복제업,59.5
2021.02,화학물질및화학제품;의약품제외,70.2
2021.02,의료용물질및의약품,72.5
2021.02,고무제품및플라스틱제품,60.2
2021.02,비금속광물제품,69.4
2021.02,1차금속,67.9
2021.02,금속가공제품;기계및가구제외,65.8
2021.02,"전자부품,컴퓨터,영상,음향및통신장비",73.7
2021.02,"의료,정밀,광학기기및시계",74.4
2021.02,전기장비,65.5
2021.02,기타기계및장비,74.7
2021.02,자동차및트레일러,74.7
2021.02,기타운송장비,75.7
2021.02,가구,73.1
2021.02,기타제품,63.7
2021.02,비제조업,58.9
2021.02,건설업,64.6
2021.02,도매 및 소매업,56.7
2021.02,운수업,62.7
2021.02,숙박 및 음식점업,30.2
2021.02,"출판,영상,방송통신 및 정보서비스업",73
2021.02,부동산업 및 임대업,61
2021.02,"전문,과학 및 기술서비스업",73.9
2021.02,사업시설관리 및 사업지원서비스업,77.1
2021.02,교육서비스업,53.9
2021.02,"예술,스포츠 및 여가관련서비스업",40.8
2021.02,수리 및 기타개인서비스업,54.1
2021.03,전산업,70.4
2021.03,식료품,77
2021.03,음료,83.7
2021.03,섬유제품;의복제외,72.1
2021.03,"의복,의복악세서리및모피제품",66
2021.03,"가죽,가방및신발",56.2
2021.03,목재및나무제품;가구제외,68.7
2021.03,"펄프,종이및종이제품",71.7
2021.03,인쇄및기록매체복제업,72.1
2021.03,화학물질및화학제품;의약품제외,79.6
2021.03,의료용물질및의약품,88.3
2021.03,고무제품및플라스틱제품,73.6
2021.03,비금속광물제품,71.8
2021.03,1차금속,69.1
2021.03,금속가공제품;기계및가구제외,71.9
2021.03,"전자부품,컴퓨터,영상,음향및통신장비",87.8
2021.03,"의료,정밀,광학기기및시계",76.4
2021.03,전기장비,70.1
2021.03,기타기계및장비,73.1
2021.03,자동차및트레일러,97.3
2021.03,기타운송장비,76.4
2021.03,가구,64.7
2021.03,기타제품,74
2021.03,비제조업,67.9
2021.03,건설업,66
2021.03,도매 및 소매업,66.9
2021.03,운수업,69.2
2021.03,숙박 및 음식점업,62.6
2021.03,"출판,영상,방송통신 및 정보서비스업",77.9
2021.03,부동산업 및 임대업,71.4
2021.03,"전문,과학 및 기술서비스업",76.5
2021.03,사업시설관리 및 사업지원서비스업,76.6
2021.03,교육서비스업,69.9
2021.03,"예술,스포츠 및 여가관련서비스업",80.9
2021.03,수리 및 기타개인서비스업,62.2
2021.04,전산업,72.9
2021.04,식료품,78.7
2021.04,음료,95.2
2021.04,섬유제품;의복제외,79.3
2021.04,"의복,의복악세서리및모피제품",71.5
2021.04,"가죽,가방및신발",65.2
2021.04,목재및나무제품;가구제외,66.2
2021.04,"펄프,종이및종이제품",80.6
2021.04,인쇄및기록매체복제업,62.9
2021.04,화학물질및화학제품;의약품제외,76.2
2021.04,의료용물질및의약품,92.1
2021.04,고무제품및플라스틱제품,63.8
2021.04,비금속광물제품,73.8
2021.04,1차금속,77.4
2021.04,금속가공제품;기계및가구제외,76
2021.04,"전자부품,컴퓨터,영상,음향및통신장비",94
2021.04,"의료,정밀,광학기기및시계",80.8
2021.04,전기장비,69.4
2021.04,기타기계및장비,77.2
2021.04,자동차및트레일러,86.6
2021.04,기타운송장비,84
2021.04,가구,61.1
2021.04,기타제품,73.8
2021.04,비제조업,71.1
2021.04,건설업,72.9
2021.04,도매 및 소매업,70.1
2021.04,운수업,74.2
2021.04,숙박 및 음식점업,58.1
2021.04,"출판,영상,방송통신 및 정보서비스업",80.2
2021.04,부동산업 및 임대업,67.7
2021.04,"전문,과학 및 기술서비스업",75.9
2021.04,사업시설관리 및 사업지원서비스업,79.6
2021.04,교육서비스업,75.4
2021.04,"예술,스포츠 및 여가관련서비스업",76.2
2021.04,수리 및 기타개인서비스업,69
2021.05,전산업,72.6
2021.05,식료품,76.9
2021.05,음료,92.8
2021.05,섬유제품;의복제외,70.2
2021.05,"의복,의복악세서리및모피제품",79.3
2021.05,"가죽,가방및신발",64.8
2021.05,목재및나무제품;가구제외,70.3
2021.05,"펄프,종이및종이제품",81.8
2021.05,인쇄및기록매체복제업,63.7
2021.05,화학물질및화학제품;의약품제외,78.9
2021.05,의료용물질및의약품,97.2
2021.05,고무제품및플라스틱제품,68.4
2021.05,비금속광물제품,77.1
2021.05,1차금속,78.1
2021.05,금속가공제품;기계및가구제외,70
2021.05,"전자부품,컴퓨터,영상,음향및통신장비",88.6
2021.05,"의료,정밀,광학기기및시계",80.4
2021.05,전기장비,75.6
2021.05,기타기계및장비,71.3
2021.05,자동차및트레일러,75.5
2021.05,기타운송장비,81
2021.05,가구,63.9
2021.05,기타제품,67.3
2021.05,비제조업,71.4
2021.05,건설업,73.7
2021.05,도매 및 소매업,70.6
2021.05,운수업,68.6
2021.05,숙박 및 음식점업,59.8
2021.05,"출판,영상,방송통신 및 정보서비스업",80.2
2021.05,부동산업 및 임대업,69.7
2021.05,"전문,과학 및 기술서비스업",78.4
2021.05,사업시설관리 및 사업지원서비스업,79.5
2021.05,교육서비스업,71.3
2021.05,"예술,스포츠 및 여가관련서비스업",79.6
2021.05,수리 및 기타개인서비스업,66.4
2021.06,전산업,72.1
2021.06,식료품,77.9
2021.06,음료,87.4
2021.06,섬유제품;의복제외,67.9
2021.06,"의복,의복악세서리및모피제품",71.7
2021.06,"가죽,가방및신발",68.1
2021.06,목재및나무제품;가구제외,67.6
2021.06,"펄프,종이및종이제품",80.3
2021.06,인쇄및기록매체복제업,58.4
2021.06,화학물질및화학제품;의약품제외,78.3
2021.06,의료용물질및의약품,91
2021.06,고무제품및플라스틱제품,71.8
2021.06,비금속광물제품,64.1
2021.06,1차금속,79.6
2021.06,금속가공제품;기계및가구제외,70.4
2021.06,"전자부품,컴퓨터,영상,음향및통신장비",86
2021.06,"의료,정밀,광학기기및시계",81.9
2021.06,전기장비,74.3
2021.06,기타기계및장비,72.9
2021.06,자동차및트레일러,87.7
2021.06,기타운송장비,80.9
2021.06,가구,66
2021.06,기타제품,80.1
2021.06,비제조업,70.5
2021.06,건설업,71.5
2021.06,도매 및 소매업,68.2
2021.06,운수업,71.2
2021.06,숙박 및 음식점업,66.3
2021.06,"출판,영상,방송통신 및 정보서비스업",84.3
2021.06,부동산업 및 임대업,71.6
2021.06,"전문,과학 및 기술서비스업",80.7
2021.06,사업시설관리 및 사업지원서비스업,77.2
2021.06,교육서비스업,78.1
2021.06,"예술,스포츠 및 여가관련서비스업",80.4
2021.06,수리 및 기타개인서비스업,70.2
2021.07,전산업,70.1
2021.07,식료품,77.2
2021.07,음료,82.5
2021.07,섬유제품;의복제외,68.9
2021.07,"의복,의복악세서리및모피제품",69.3
2021.07,"가죽,가방및신발",56.4
2021.07,목재및나무제품;가구제외,64
2021.07,"펄프,종이및종이제품",71.7
2021.07,인쇄및기록매체복제업,60
2021.07,화학물질및화학제품;의약품제외,72.8
2021.07,의료용물질및의약품,96
2021.07,고무제품및플라스틱제품,67.7
2021.07,비금속광물제품,74.9
2021.07,1차금속,82.6
2021.07,금속가공제품;기계및가구제외,70.9
2021.07,"전자부품,컴퓨터,영상,음향및통신장비",83.7
2021.07,"의료,정밀,광학기기및시계",83.6
2021.07,전기장비,72.2
2021.07,기타기계및장비,73.6
2021.07,자동차및트레일러,82.8
2021.07,기타운송장비,75.6
2021.07,가구,60.6
2021.07,기타제품,77.9
2021.07,비제조업,67.9
2021.07,건설업,71.9
2021.07,도매 및 소매업,66.5
2021.07,운수업,70.1
2021.07,숙박 및 음식점업,36.4
2021.07,"출판,영상,방송통신 및 정보서비스업",82
2021.07,부동산업 및 임대업,74
2021.07,"전문,과학 및 기술서비스업",77.4
2021.07,사업시설관리 및 사업지원서비스업,80.8
2021.07,교육서비스업,73.3
2021.07,"예술,스포츠 및 여가관련서비스업",67.7
2021.07,수리 및 기타개인서비스업,67.5
2021.08,전산업,69.2
2021.08,식료품,76.7
2021.08,음료,80.2
2021.08,섬유제품;의복제외,67.6
2021.08,"의복,의복악세서리및모피제품",66
2021.08,"가죽,가방및신발",54.6
2021.08,목재및나무제품;가구제외,69.6
2021.08,"펄프,종이및종이제품",82.1
2021.08,인쇄및기록매체복제업,48.4
2021.08,화학물질및화학제품;의약품제외,77.3
2021.08,의료용물질및의약품,95.9
2021.08,고무제품및플라스틱제품,67.1
2021.08,비금속광물제품,61.1
2021.08,1차금속,70.1
2021.08,금속가공제품;기계및가구제외,66.5
2021.08,"전자부품,컴퓨터,영상,음향및통신장비",80.5
2021.08,"의료,정밀,광학기기및시계",81.1
2021.08,전기장비,68.5
2021.08,기타기계및장비,71.7
2021.08,자동차및트레일러,72.2
2021.08,기타운송장비,79.1
2021.08,가구,61.6
2021.08,기타제품,71.1
2021.08,비제조업,68.2
2021.08,건설업,69.3
2021.08,도매 및 소매업,68.3
2021.08,운수업,69.7
2021.08,숙박 및 음식점업,48.7
2021.08,"출판,영상,방송통신 및 정보서비스업",77.2
2021.08,부동산업 및 임대업,61.7
2021.08,"전문,과학 및 기술서비스업",73.7
2021.08,사업시설관리 및 사업지원서비스업,79.3
2021.08,교육서비스업,66.6
2021.08,"예술,스포츠 및 여가관련서비스업",68.4
2021.08,수리 및 기타개인서비스업,62.1
2021.09,전산업,72.8
2021.09,식료품,93.3
2021.09,음료,89.2
2021.09,섬유제품;의복제외,65.9
2021.09,"의복,의복악세서리및모피제품",75.8
2021.09,"가죽,가방및신발",52.7
2021.09,목재및나무제품;가구제외,69.2
2021.09,"펄프,종이및종이제품",85.6
2021.09,인쇄및기록매체복제업,63.2
2021.09,화학물질및화학제품;의약품제외,73.2
2021.09,의료용물질및의약품,100.3
2021.09,고무제품및플라스틱제품,66
2021.09,비금속광물제품,66
2021.09,1차금속,73.8
2021.09,금속가공제품;기계및가구제외,78.6
2021.09,"전자부품,컴퓨터,영상,음향및통신장비",83.8
2021.09,"의료,정밀,광학기기및시계",80.2
2021.09,전기장비,58.2
2021.09,기타기계및장비,81.3
2021.09,자동차및트레일러,77.2
2021.09,기타운송장비,79.9
2021.09,가구,65.8
2021.09,기타제품,74.9
2021.09,비제조업,71.4
2021.09,건설업,69.4
2021.09,도매 및 소매업,72.3
2021.09,운수업,75.2
2021.09,숙박 및 음식점업,46.5
2021.09,"출판,영상,방송통신 및 정보서비스업",83
2021.09,부동산업 및 임대업,71.1
2021.09,"전문,과학 및 기술서비스업",77.3
2021.09,사업시설관리 및 사업지원서비스업,80.9
2021.09,교육서비스업,64.6
2021.09,"예술,스포츠 및 여가관련서비스업",76.1
2021.09,수리 및 기타개인서비스업,62.1
2021.1,전산업,74
2021.1,식료품,82.7
2021.1,음료,74.9
2021.1,섬유제품;의복제외,67.5
2021.1,"의복,의복악세서리및모피제품",78.3
2021.1,"가죽,가방및신발",49.7
2021.1,목재및나무제품;가구제외,66
2021.1,"펄프,종이및종이제품",77.5
2021.1,인쇄및기록매체복제업,75.1
2021.1,화학물질및화학제품;의약품제외,76
2021.1,의료용물질및의약품,98.6
2021.1,고무제품및플라스틱제품,69.3
2021.1,비금속광물제품,72.5
2021.1,1차금속,77.9
2021.1,금속가공제품;기계및가구제외,74.6
2021.1,"전자부품,컴퓨터,영상,음향및통신장비",88.8
2021.1,"의료,정밀,광학기기및시계",77.5
2021.1,전기장비,76.4
2021.1,기타기계및장비,71.9
2021.1,자동차및트레일러,80
2021.1,기타운송장비,79.6
2021.1,가구,68.1
2021.1,기타제품,80.6
2021.1,비제조업,73
2021.1,건설업,70.9
2021.1,도매 및 소매업,73.5
2021.1,운수업,75.1
2021.1,숙박 및 음식점업,51.9
2021.1,"출판,영상,방송통신 및 정보서비스업",82
2021.1,부동산업 및 임대업,74.8
2021.1,"전문,과학 및 기술서비스업",79.6
2021.1,사업시설관리 및 사업지원서비스업,85.1
2021.1,교육서비스업,65.5
2021.1,"예술,스포츠 및 여가관련서비스업",77.8
2021.1,수리 및 기타개인서비스업,71.1
2021.11,전산업,76.9
2021.11,식료품,84.8
2021.11,음료,78.5
2021.11,섬유제품;의복제외,73.4
2021.11,"의복,의복악세서리및모피제품",76.2
2021.11,"가죽,가방및신발",71.3
2021.11,목재및나무제품;가구제외,74.5
2021.11,"펄프,종이및종이제품",83.6
2021.11,인쇄및기록매체복제업,79.3
2021.11,화학물질및화학제품;의약품제외,85.2
2021.11,의료용물질및의약품,93.9
2021.11,고무제품및플라스틱제품,72.6
2021.11,비금속광물제품,77.1
2021.11,1차금속,76.5
2021.11,금속가공제품;기계및가구제외,75.4
2021.11,"전자부품,컴퓨터,영상,음향및통신장비",86.2
2021.11,"의료,정밀,광학기기및시계",81.3
2021.11,전기장비,73.1
2021.11,기타기계및장비,75.1
2021.11,자동차및트레일러,86.8
2021.11,기타운송장비,80.2
2021.11,가구,81.5
2021.11,기타제품,75.8
2021.11,비제조업,76.1
2021.11,건설업,74.4
2021.11,도매 및 소매업,75.8
2021.11,운수업,74.6
2021.11,숙박 및 음식점업,78.4
2021.11,"출판,영상,방송통신 및 정보서비스업",86.4
2021.11,부동산업 및 임대업,68.3
2021.11,"전문,과학 및 기술서비스업",79.8
2021.11,사업시설관리 및 사업지원서비스업,81.9
2021.11,교육서비스업,77.9
2021.11,"예술,스포츠 및 여가관련서비스업",75.9
2021.11,수리 및 기타개인서비스업,70.2
2021.12,전산업,77.1
2021.12,식료품,83
2021.12,음료,77.1
2021.12,섬유제품;의복제외,65.8
2021.12,"의복,의복악세서리및모피제품",77.3
2021.12,"가죽,가방및신발",63.4
2021.12,목재및나무제품;가구제외,64.8
2021.12,"펄프,종이및종이제품",84.6
2021.12,인쇄및기록매체복제업,84
2021.12,화학물질및화학제품;의약품제외,77.9
2021.12,의료용물질및의약품,85.8
2021.12,고무제품및플라스틱제품,61.4
2021.12,비금속광물제품,83.4
2021.12,1차금속,71.9
2021.12,금속가공제품;기계및가구제외,73.1
2021.12,"전자부품,컴퓨터,영상,음향및통신장비",90.1
2021.12,"의료,정밀,광학기기및시계",89.6
2021.12,전기장비,77.8
2021.12,기타기계및장비,83.2
2021.12,자동차및트레일러,82.6
2021.12,기타운송장비,80.6
2021.12,가구,75
2021.12,기타제품,78
2021.12,비제조업,76.8
2021.12,건설업,74.6
2021.12,도매 및 소매업,78.4
2021.12,운수업,73.2
2021.12,숙박 및 음식점업,52.4
2021.12,"출판,영상,방송통신 및 정보서비스업",89
2021.12,부동산업 및 임대업,70.2
2021.12,"전문,과학 및 기술서비스업",86.5
2021.12,사업시설관리 및 사업지원서비스업,85.4
2021.12,교육서비스업,75.7
2021.12,"예술,스포츠 및 여가관련서비스업",59.2
2021.12,수리 및 기타개인서비스업,69.8
2022.01,전산업,73.9
2022.01,식료품,83.7
2022.01,음료,83.2
2022.01,섬유제품;의복제외,71.3
2022.01,"의복,의복악세서리및모피제품",74.4
2022.01,"가죽,가방및신발",59.5
2022.01,목재및나무제품;가구제외,73.5
2022.01,"펄프,종이및종이제품",79.8
2022.01,인쇄및기록매체복제업,71.6
2022.01,화학물질및화학제품;의약품제외,75.4
2022.01,의료용물질및의약품,91.3
2022.01,고무제품및플라스틱제품,67.9
2022.01,비금속광물제품,68.7
2022.01,1차금속,70.9
2022.01,금속가공제품;기계및가구제외,73.1
2022.01,"전자부품,컴퓨터,영상,음향및통신장비",87
2022.01,"의료,정밀,광학기기및시계",77.9
2022.01,전기장비,75
2022.01,기타기계및장비,79.6
2022.01,자동차및트레일러,76.7
2022.01,기타운송장비,79.1
2022.01,가구,81.4
2022.01,기타제품,73.8
2022.01,비제조업,72.9
2022.01,건설업,68.8
2022.01,도매 및 소매업,74.7
2022.01,운수업,72.6
2022.01,숙박 및 음식점업,55.4
2022.01,"출판,영상,방송통신 및 정보서비스업",81.2
2022.01,부동산업 및 임대업,71.2
2022.01,"전문,과학 및 기술서비스업",78.1
2022.01,사업시설관리 및 사업지원서비스업,78.2
2022.01,교육서비스업,75.6
2022.01,"예술,스포츠 및 여가관련서비스업",63.3
2022.01,수리 및 기타개인서비스업,64.2
2022.02,전산업,70.2
2022.02,식료품,70.3
2022.02,음료,68.8
2022.02,섬유제품;의복제외,70.5
2022.02,"의복,의복악세서리및모피제품",71.2
2022.02,"가죽,가방및신발",58.4
2022.02,목재및나무제품;가구제외,65.8
2022.02,"펄프,종이및종이제품",70
2022.02,인쇄및기록매체복제업,60.1
2022.02,화학물질및화학제품;의약품제외,83.1
2022.02,의료용물질및의약품,87.3
2022.02,고무제품및플라스틱제품,67.8
2022.02,비금속광물제품,68.8
2022.02,1차금속,70.2
2022.02,금속가공제품;기계및가구제외,71.7
2022.02,"전자부품,컴퓨터,영상,음향및통신장비",76.3
2022.02,"의료,정밀,광학기기및시계",76.3
2022.02,전기장비,82.7
2022.02,기타기계및장비,76.1
2022.02,자동차및트레일러,76
2022.02,기타운송장비,78.9
2022.02,가구,75.8
2022.02,기타제품,77
2022.02,비제조업,68.4
2022.02,건설업,66.2
2022.02,도매 및 소매업,67.7
2022.02,운수업,75.8
2022.02,숙박 및 음식점업,53.1
2022.02,"출판,영상,방송통신 및 정보서비스업",79.5
2022.02,부동산업 및 임대업,65.9
2022.02,"전문,과학 및 기술서비스업",78.7
2022.02,사업시설관리 및 사업지원서비스업,81.2
2022.02,교육서비스업,74
2022.02,"예술,스포츠 및 여가관련서비스업",62.9
2022.02,수리 및 기타개인서비스업,63.5
2022.03,전산업,74.1
2022.03,식료품,67.5
2022.03,음료,81.3
2022.03,섬유제품;의복제외,66.8
2022.03,"의복,의복악세서리및모피제품",70.9
2022.03,"가죽,가방및신발",63.4
2022.03,목재및나무제품;가구제외,61.7
2022.03,"펄프,종이및종이제품",76.6
2022.03,인쇄및기록매체복제업,69.5
2022.03,화학물질및화학제품;의약품제외,81.2
2022.03,의료용물질및의약품,78.4
2022.03,고무제품및플라스틱제품,64
2022.03,비금속광물제품,78.2
2022.03,1차금속,78
2022.03,금속가공제품;기계및가구제외,73.4
2022.03,"전자부품,컴퓨터,영상,음향및통신장비",84
2022.03,"의료,정밀,광학기기및시계",84.7
2022.03,전기장비,81.1
2022.03,기타기계및장비,79
2022.03,자동차및트레일러,93.5
2022.03,기타운송장비,74.5
2022.03,가구,74.4
2022.03,기타제품,70.6
2022.03,비제조업,73
2022.03,건설업,69.6
2022.03,도매 및 소매업,73.3
2022.03,운수업,73
2022.03,숙박 및 음식점업,61.3
2022.03,"출판,영상,방송통신 및 정보서비스업",79.1
2022.03,부동산업 및 임대업,70
2022.03,"전문,과학 및 기술서비스업",84.8
2022.03,사업시설관리 및 사업지원서비스업,87.2
2022.03,교육서비스업,69.2
2022.03,"예술,스포츠 및 여가관련서비스업",83.1
2022.03,수리 및 기타개인서비스업,64.4
2022.04,전산업,77.9
2022.04,식료품,74.2
2022.04,음료,94.3
2022.04,섬유제품;의복제외,66
2022.04,"의복,의복악세서리및모피제품",75.2
2022.04,"가죽,가방및신발",67.6
2022.04,목재및나무제품;가구제외,70
2022.04,"펄프,종이및종이제품",78.9
2022.04,인쇄및기록매체복제업,67.1
2022.04,화학물질및화학제품;의약품제외,74.2
2022.04,의료용물질및의약품,95.9
2022.04,고무제품및플라스틱제품,64.4
2022.04,비금속광물제품,83
2022.04,1차금속,76.9
2022.04,금속가공제품;기계및가구제외,73.5
2022.04,"전자부품,컴퓨터,영상,음향및통신장비",88.8
2022.04,"의료,정밀,광학기기및시계",87.4
2022.04,전기장비,77
2022.04,기타기계및장비,77.1
2022.04,자동차및트레일러,84.1
2022.04,기타운송장비,77
2022.04,가구,65.5
2022.04,기타제품,75.6
2022.04,비제조업,78.8
2022.04,건설업,72
2022.04,도매 및 소매업,80.2
2022.04,운수업,80.2
2022.04,숙박 및 음식점업,79.2
2022.04,"출판,영상,방송통신 및 정보서비스업",81.5
2022.04,부동산업 및 임대업,71.7
2022.04,"전문,과학 및 기술서비스업",85
2022.04,사업시설관리 및 사업지원서비스업,88
2022.04,교육서비스업,66.9
2022.04,"예술,스포츠 및 여가관련서비스업",86
2022.04,수리 및 기타개인서비스업,69
